[53027:1909728:0624/140255.952889:INFO:components/enterprise/browser/controller/chrome_browser_cloud_management_controller.cc:202] No machine level policy manager exists.
[53027:1909728:0624/140256.863049:INFO:CONSOLE:0] "[DOM] Input elements should have autocomplete attributes (suggested: "current-password"): (More info: https://goo.gl/9p2vKq) %o", source: https://nid.naver.com/nidlogin.login (0)
[53027:1909728:0624/140257.294283:INFO:CONSOLE:2] "Error", source: https://wtm.pstatic.net/6a62aae/41601b2a7e0e7610edac.js (2)
[53027:1909728:0624/140306.449803:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:5155
[53027:1909728:0624/140306.591076:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:265059
[53027:1909728:0624/140306.724863:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:45175
[53027:1909728:0624/140306.946889:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:2200227
[53027:1909728:0624/140307.124491:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:4680
[53027:1909728:0624/140307.243586:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:2747168
[53027:1909728:0624/140307.274540:WARNING:components/download/internal/background_service/controller_impl.cc:1187] Background download complete, client: 6, completion type: 0, file size:118577
[53027:1909728:0624/140400.544424:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
[53027:1909728:0624/140405.344364:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
[53027:1909728:0624/140408.586085:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
[53027:1909728:0624/140411.116165:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
[53027:1909728:0624/140413.105830:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
[53027:1909728:0624/140415.063774:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
[53027:1909728:0624/140415.582363:INFO:CONSOLE:1] "File chooser dialog can only be shown with a user activation.", source: https://editor-static.pstatic.net/e/basic.desktop/1.66.0/se-editor.js?t=1747381158880 (1)
[53027:1909728:0624/140417.016142:INFO:CONSOLE:2] "클립보드 읽기 권한 상태: prompt", source: https://feblog.pstatic.net/real/pc/2025.06.04/js/vendor.30699085e5db55e38130.js (2)
